file,line_at_b8e036a8,test_or_gate,declared_purpose,audit_scope
tests/test_minimax_imag_tables.py,984,test_the_composite_route_regenerates_byte_identically,"No seed, no local optimiser -- so the bytes must repeat exactly.",census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,1046,test_the_width_clause_ships_and_is_stamped_as_its_own_sweep,"One family, two clauses, two catalogs -- and the stamp proves it.",census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,1081,test_the_width_clause_edge_is_derived_from_the_fitters_own_guard,"``beta_max = 1`` is an identity, not a histogram fit.",census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,1101,test_the_width_clause_serves_the_audits_whole_demand_histogram,The 62.25% of |B| mass that refused must now be SERVED.,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,1152,test_the_width_axis_is_a_continuum_which_is_why_it_is_composite,"Why no BTV entry is generated here, argued from the demand.",census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,86,test_zero_eps_pad_puts_spurious_transitions_below_the_onset,"WHY the BSE ε pad is not zero — the wrong number, exhibited.",census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,127,test_sentinel_eps_pad_keeps_every_pad_transition_out_of_the_window,The gate: with the shipped fill no pad transition can be selected.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,154,test_pad_axis_fill_is_keyword_only_and_signed,"The seam itself: psi pads 0, eps pads +/-guard, BOTH extents are named.",census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,196,test_padded_axis_tag_owns_extent_mask_pad_strip_and_authentication,,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,222,test_padded_axis_spec_derives_product_divisor_inside_owner,,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,243,test_authenticate_padded_axis_recomputes_the_canonical_receipt,,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,259,test_authenticate_padded_axis_preserves_a_producer_extra_pad_receipt,A requested invariance pad is canonical because its receipt says so.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,273,test_pad_square_can_identity_embed_a_rotation,,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,282,test_padded_axis_refusal_names_logical_and_carrier_extents,,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,294,test_pad_axis_is_bit_identical_to_both_helpers_it_replaced,"The A/B that licensed the deletion.  BIT equality, not a tolerance.",census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,353,test_there_is_exactly_one_mesh_divisibility_pad_helper,Source gate: the deleted twin must not come back under any name.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,376,test_fftgrid_clients_delegate_divisor_and_extent_arithmetic,The kmeans/htransform seam has one spec and one arithmetic backend.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,576,test_init_bse_subspace_drops_the_pad_by_count_not_by_value,The Davidson seed must have exact-zero support on the pad block.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,604,test_init_bse_subspace_without_counts_still_leaks_the_pad,Falsifiability twin: omitting the counts reproduces the old failure.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,621,test_init_bse_subspace_is_byte_identical_when_the_extent_divides,"No pad ⇒ no change, byte for byte — the 0086 contract.",census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,635,test_pad_zone_mask_counts_match_the_bundle,,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,661,test_w_solve_q_pad_is_stripped_and_bit_exact_on_the_logical_q,"The q pad adds INDEPENDENT trivial systems, so parity is bit equality.",census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,704,test_w_isdf_strips_the_q_pad_at_the_seam,Source-level: the strip exists and is not conditional on the plan.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,717,test_resolve_extra_rank_pad_reads_the_env_and_refuses_garbage,``LORRAX_EXTRA_RANK_PAD`` had ONE read site and zero tests that set it.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,747,test_extra_rank_pad_only_adds_mesh_aligned_null_directions,The knob's arithmetic: rank stays lcm-aligned and only grows.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,767,test_fh_pad_zeros_sort_above_every_selected_band,"The invariant the rank pad's safety rests on, asserted for the first time.",census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,809,test_a_negative_rank_sentinel_would_steal_band_slots,Falsifiability twin for the sign: the failure mode is reachable.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,835,test_spinor_zero_fill_refuses_and_names_the_small_components,,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,845,test_no_spinor_axis_zero_fill_survives_in_the_tree,Static gate: the 2→4 zero fill must not come back anywhere.,census only; classification in gate_blindness.md
tests/test_pad_parity_gates.py,869,test_spinor_zero_fill_gate_can_fail,"The gate above, run against a REAL file from the tree with a",census only; classification in gate_blindness.md
tests/test_parallel_transport.py,42,test_w_av_neighbor_flags_are_input_controls,,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,52,test_common_storage_extent_handles_rectangular_meshes,,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,59,test_wfn_fingerprint_refuses_sampled_coefficient_mismatch,Equal headers must not hide a genuinely different fixed-gauge WFN.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,108,test_wfn_fingerprint_accepts_byte_identical_copy,Filesystem identity is not part of the mean-field identity.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,151,test_undersampled_link_axes_names_collapsed_and_undersampled_axes,"The shared per-axis threshold: clean, undersampled and collapsed.",census only; classification in gate_blindness.md
tests/test_parallel_transport.py,160,test_link_stage_refuses_an_aliased_fourth_order_mesh_before_io,"D2/D3(c): the stencil gate now lives on the LINK remainder, not the",census only; classification in gate_blindness.md
tests/test_parallel_transport.py,176,test_link_stage_refuses_a_collapsed_2d_axis_before_io,A genuinely collapsed slab axis (kgrid[i]=1) refuses HERE too — it is,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,191,test_initialize_no_longer_gates_the_velocity_write_on_kgrid,D2: the exact-DFT-velocity write is unconditional on kgrid.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,211,test_forward_neighbors_do_not_assume_flattening_order,A permuted full-grid table still produces the exact three neighbours.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,229,test_full_energy_rows_follow_symmaps_full_order_not_ibz_row_order,irr_idx_k is the exact full-row source; kirr_fullids is inverse idiom.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,248,test_g_wrap_lookup_boundary_and_wrong_sign_red_twin,The +G_wrap convention crosses the zone edge; its sign twin does not.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,280,test_cross_k_link_fuses_overlap_and_polar_on_hostile_2x2_mesh_subprocess,The nb=5/8 overlap stays tiled through its planned polar factor.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,376,test_distributed_band_matmul_hostile_2x2_mesh_subprocess,"One-axis gathers retain a P(x,y) result for nb=8 / logical nb=5.",census only; classification in gate_blindness.md
tests/test_parallel_transport.py,414,test_fourth_order_connection_and_orientation_red_twin,L=exp(-iAh) reconstructs +A; storing L dagger reconstructs -A.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,444,test_completion_runs_shared_spectral_service_and_stamps,Producer completion calls the shared finite-link service and passes.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,488,test_completion_sign_red_twin_stamps_failure_then_refuses,A phase-reversed derivative fails even though its response is equal.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,525,test_artifact_schema_is_slabio_only_and_names_the_head_manifold,The new artifact has no raw h5py escape hatch and stable reader keys.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,655,test_finite_link_gate_passes_a_band_crossing_and_refuses_wrong_orientation,The head-observable gate accepts a crossing and rejects bad links.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,679,test_finite_link_gate_passes_a_non_crossing_window,The same production gate accepts the separated insulating control.,census only; classification in gate_blindness.md
tests/test_parallel_transport.py,694,test_transported_frame_closes_every_line_on_the_torus,"The frame is unitary, and twisting makes the transported link constant.",census only; classification in gate_blindness.md
tests/test_parallel_transport.py,727,test_fourth_order_negative_hop_keeps_noncommuting_product_order,,census only; classification in gate_blindness.md
tests/test_photon_chi_vertices.py,8,test_current_chi_matches_literal_hermitian_density,"The Lehmann pair uses ψ†Γψ at each endpoint, including imaginary Γ2.",census only; classification in gate_blindness.md
tests/test_photon_head_sign_oracle.py,565,test_part_a_definitions_share_one_convention,,census only; classification in gate_blindness.md
tests/test_photon_head_sign_oracle.py,580,test_completion_matches_the_independent_reference,"Both signs of ``sigma_H``, every block nonzero.",census only; classification in gate_blindness.md
tests/test_photon_head_sign_oracle.py,602,test_completed_gamma_body_is_hermitian,W(Gamma) stays Hermitian after all ten rank-4 updates.,census only; classification in gate_blindness.md
tests/test_photon_head_sign_oracle.py,623,test_zero_hall_decouples_into_charge_head_plus_bare_transverse,,census only; classification in gate_blindness.md
tests/test_photon_head_sign_oracle.py,643,test_zero_wings_reduce_the_folded_response_to_S,,census only; classification in gate_blindness.md
tests/test_photon_head_sign_oracle.py,668,test_negative_controls_are_caught,"A check that cannot fail is not evidence (TASTE.md, 2026-08-06).",census only; classification in gate_blindness.md
tests/test_photon_head_sign_oracle.py,677,test_schur_fold_and_rank4_reattachment_are_one_block_inverse_identity,Where the fold's PLUS and the four insertion families come from.,census only; classification in gate_blindness.md
tests/test_photon_head_sign_oracle.py,738,test_receipt_samples_never_reach_the_singular_origin,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,95,test_g_lookup_padded_matches_ragged_on_the_physical_prefix,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,125,test_g_lookup_pad_rows_would_alias_a_real_bra_G_without_the_extent,The failure this guard exists to stop — shown happening.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,170,test_momentum_padded_matches_ragged_and_mask_is_load_bearing,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,196,test_momentum_control_is_inert_at_gamma_by_construction,Document the one place the control legitimately cannot fire.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,227,test_build_vnl_kdata_zeroes_Z_on_the_pad,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,309,test_provenance_guard_accepts_its_own_stamp,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,322,test_provenance_guard_refuses_representation_or_vnl_sign_mismatch,Equal shapes do not make two velocity operators interchangeable.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,351,test_provenance_guard_refuses_a_different_wfn,"The case nothing on disk could detect before: same shapes, different",census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,371,test_provenance_guard_accepts_ncond_mismatch_at_identical_q0_extent,ncond labels no smaller matrix when nband already sets the extent.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,388,test_provenance_guard_refuses_unversioned_q0_operator_despite_coverage,Mode/sign alone cannot authenticate the pre-exact-origin operator.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,410,test_provenance_guard_refuses_ncond_mismatch_that_changes_q0_extent,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,431,test_provenance_guard_refuses_ncond_mismatch_for_finite_q_payload,finite_q conduction data are literally sized by producer ncond.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,450,test_provenance_guard_refuses_ncond_relaxation_when_dataset_is_short,A plausible coverage stamp cannot overrule the physical HDF5 axes.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,470,test_provenance_guard_still_refuses_nval_or_nband_mismatch,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,491,test_provenance_guard_reports_an_unstamped_file,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,505,test_provenance_guard_reports_legacy_fingerprint_as_unverifiable,A pre-content-scheme hash must not masquerade as a DFT mismatch.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,525,test_wfn_fingerprint_moves_with_the_eigenvalues,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,558,test_psp_drivers_do_not_hand_roll_the_distribution_layer,No ``multihost_utils`` / ``Mesh`` / ``NamedSharding`` in a driver.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,580,test_the_driver_scan_can_fail,The negative control for the check above.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,589,test_psp_drivers_import_the_service,"...and they actually reach for it, rather than simply going without.",census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,625,test_dipole_driver_streams_k_rather_than_materialising_all_of_them,,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,636,test_the_residency_scan_can_fail,Negative control: the scan must flag a source that DOES hold all k.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,675,test_a_non_default_window_dipole_passes_its_own_provenance_guard,GREEN arm: the file the deck itself produced is not accused.,census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,689,test_a_stale_wfn_still_refuses_on_that_same_window,"RED arm: the guard has not been muted, only aimed.",census only; classification in gate_blindness.md
tests/test_psp_padded_gvectors.py,714,test_the_head_checker_refuses_a_params_dict_with_no_window,"The defect itself, pinned: no window reaching the checker is a REFUSAL.",census only; classification in gate_blindness.md
tests/test_qgrid_symmetry_resolution.py,131,test_the_fallback_announcement_fires_exactly_once_per_run,"Four resolutions of one non-closed set, ONE line.",census only; classification in gate_blindness.md
tests/test_qgrid_symmetry_resolution.py,160,test_a_closed_deck_announces_nothing_at_all,"RED TWIN.  Same code path, orbit-closed set, silence.",census only; classification in gate_blindness.md
tests/test_qgrid_symmetry_resolution.py,176,test_two_different_centroid_sets_are_two_facts,"Dedup is on the SET, not on the process.",census only; classification in gate_blindness.md
tests/test_qgrid_symmetry_resolution.py,196,test_the_transverse_refusal_path_does_not_announce_a_fallback,"``announce_fallback=False`` is the one suppression, and it is right.",census only; classification in gate_blindness.md
tests/test_qgrid_symmetry_resolution.py,293,test_no_module_bypasses_the_resolution_point,"The ratchet.  One door to the table builder, one door to the service.",census only; classification in gate_blindness.md
tests/test_qgrid_symmetry_resolution.py,327,test_the_consolidated_sites_no_longer_catch_the_refusal,No ``try`` wraps the resolution at the four sites it was removed from.,census only; classification in gate_blindness.md
tests/test_qgrid_symmetry_resolution.py,361,test_resolve_ibz_q_list_has_no_verbose_knob,``verbose`` gated whether a degradation was visible.  It is gone.,census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,85,test_qp_authentication_reuses_bound_wfn_fingerprint_without_rescan,,census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,112,test_wedge_stored_file_unfolds_back_to_the_full_bz_arrays,write wedge -> read -> unfold == the full-BZ array the old path wrote.,census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,138,test_the_wedge_and_full_arms_read_back_identically,"The A/B a consumer actually cares about: same numbers, fewer bytes.",census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,176,test_an_unstamped_file_is_read_as_full_bz_and_never_reinterpreted,"No ``k_storage`` attr means FULL, even when the rows would fit a wedge.",census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,210,test_rotations_carry_additive_one_shot_method_provenance,,census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,232,test_auto_falls_back_to_full_when_the_rows_are_not_gathers,"An independent ``eigh`` per full-BZ k is NOT compressible, and ``auto``",census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,259,test_ibz_refuses_rather_than_falling_back,"``ibz`` is for a run that wants to be told, not quietly accommodated.",census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,271,test_a_wedge_row_that_is_never_a_parent_is_refused_not_written,The writer must not produce a file its own reader would refuse.,census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,312,test_the_wedge_arm_refuses_without_the_tables_it_would_file,A tensor whose reconstruction tables live elsewhere silently decays.,census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,319,test_an_unrecognised_k_storage_is_not_read_as_the_default,,census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,330,test_the_stamp_is_the_kin_ion_contract_and_the_tables_travel_with_it,,census only; classification in gate_blindness.md
tests/test_qp_rotations_k_storage.py,344,test_the_coordinate_and_index_tables_do_not_move,"``kpoints_crys`` / ``kirr_to_kfull`` stay full-BZ, and that is the design.",census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,52,test_default_is_one_shot_dft,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,57,test_one_shot_semantics_name_the_full_matrix_not_textbook_g0w0,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,67,test_legacy_self_consistent_resolves_and_warns,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,73,test_legacy_sigma_at_dft_energies_resolves_and_warns,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,79,test_explicit_overrides_legacy,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,86,test_explicit_fixed_point_dynamic,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,92,test_unknown_value_raises,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,101,test_fixed_point_static_mode_rejected,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,107,test_kij_stream_refused_at_parse,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,118,test_kij_stream_refused_even_in_static_modes,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,134,test_bispinor_gw_grammar_is_exactly_two_values,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,147,test_retired_bispinor_gw_spellings_refuse_and_name_the_replacement,A retired MODE VALUE stops the run and says what replaced it.,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,163,test_both_shipped_modes_ride_the_one_raw_carrier,"``bispinor_gw`` picks which Lorentz blocks are screened, not a lift.",census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,173,test_default_bispinor_self_consistency_uses_live_four_current,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,189,test_bispinor_explicit_frozen_density_is_refused,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,201,test_bispinor_accepts_live_four_current_self_consistency,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,212,test_scalar_self_consistency_keeps_fixed_density_default,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,218,test_legacy_bispinor_self_consistency_gets_same_live_default,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,229,test_packed_mode_requires_four_current_enablement,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,236,test_bispinor_refuses_no_local_fields_head,PHYSICS/POLICY row 20: two head values on a bispinor deck.,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,251,test_scalar_deck_keeps_no_local_fields,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,256,test_bispinor_tt_head_correction_key_is_tombstoned,"The deleted key refuses BY NAME, at either value.",census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,268,test_static_gauge_hall_file_is_unset_by_default,"An unnamed optional artifact must stay EMPTY, not become the deck dir.",census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,282,test_sc_defaults,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,291,test_sc_input_keys,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,306,test_sc_exact_degeneracy_tolerance_refuses_mev_pair_averaging,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,311,test_sc_tail_fit_refuses_unknown_policy,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,316,test_sc_buffer_controls_refuse_invalid_values,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,325,test_sc_env_overrides_deprecated,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,344,test_sc_bad_accelerator_rejected,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,353,test_eqp2_defaults_off_with_one_mev_cutoff,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,363,test_eqp2_dynamic_one_shot_keys_parse,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,387,test_eqp2_invalid_iteration_knobs_refuse,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,392,test_eqp2_static_mode_refuses,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,398,test_eqp2_is_additional_to_one_shot_only,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,418,test_distributed_linalg_defaults,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,426,test_distributed_linalg_lowers_to_gpu_libraries,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,439,test_removed_legacy_aliases_refuse_as_unknown,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,451,test_unknown_keys_always_refuse_in_one_aggregate,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,462,test_strict_keys_is_retired_even_without_other_unknown_keys,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,470,test_unknown_key_always_refuses,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,480,test_mixed_case_key_is_recognised_not_reported_unknown,"``do_G0`` is honoured, so it must not also be called unrecognised.",census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,503,test_screening_method_ctsp_refuses_and_names_minimax,"``ctsp`` must REFUSE, not resolve to minimax in silence.",census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,515,test_screening_method_minimax_and_default_still_parse,"The supported value, and omitting the key, both stay clean.",census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,522,test_every_tracked_fixture_deck_has_no_dead_keys,No tracked ``*.in`` fixture may carry a key nothing reads.,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,561,test_legacy_keys_keep_their_dedicated_messages,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,580,test_distributed_layout_lowers_to_scalapack_on_cpu,,census only; classification in gate_blindness.md
tests/test_qp_solver_config.py,592,test_the_dynamic_self_consistent_regression_deck_is_supported,The shipped dynamic SC deck remains a live supported combination.,census only; classification in gate_blindness.md
tests/test_qsgw_head_face_wings.py,162,test_head_wings_face_matches_legacy_and_oracle,,census only; classification in gate_blindness.md
tests/test_qsgw_head_face_wings.py,210,test_packed_vertex_wings_preserve_three_axis_bits_legacy_and_face,"One n_vertex kernel serves Cartesian and packed (a,I) axes.",census only; classification in gate_blindness.md
tests/test_qsgw_head_face_wings.py,255,test_head_wings_face_mu_blocking_exercised,Force multiple mu blocks with a tiny mu count by shrinking,census only; classification in gate_blindness.md
tests/test_qsgw_head_face_wings.py,290,test_head_wings_face_separate_lorentz_endpoints_preserve_order,The one face kernel must distinguish CC/TC/CT/TT endpoint algebra.,census only; classification in gate_blindness.md
tests/test_qsgw_head_face_wings.py,375,test_static_head_wings_face_matches_legacy_and_oracle,,census only; classification in gate_blindness.md
tests/test_qsgw_head_face_wings.py,413,test_pad_head_band_manifold_to_refuses_narrower_width,,census only; classification in gate_blindness.md
tests/test_qsgw_head_face_wings.py,423,test_pad_head_band_manifold_to_commits_to_declared_sharding,,census only; classification in gate_blindness.md
tests/test_qsgw_head_face_wings.py,436,test_dft_head_refuses_dipole_provenance_before_read_or_allocation,A four-spinor charge body must not consume a two-spinor dipole.,census only; classification in gate_blindness.md
tests/test_qsgw_head_face_wings.py,460,test_head_wings_sharded_face_requires_face_psi_fields,,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,57,test_pt_loader_reads_stamps_through_read_small_and_never_h5py,"The stamps come through ONE handle, and it is not a second HDF5 stack.",census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,207,test_pt_loader_refuses_a_velocity_only_artifact_instead_of_crashing,"Red twin, audit finding 2026-08-23 (D2 schema-break hunt).",census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,288,test_reduced_covector_conversion_uses_row_basis_convention,,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,304,test_distributed_velocity_rotation_matches_explicit_u_dagger_v_u,,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,319,test_sharded_s_tensor_pads_unaligned_manifold_and_matches_dft_formula,,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,360,test_packed_vertex_s_tensor_preserves_incumbent_three_axis_bits,Width three stays exact; packed width eight has one direct oracle.,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,395,test_raw_hall_matches_orbital_cB_owner_and_documented_sign,Distributed raw Hall is the incumbent orbital cB with one rescale.,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,466,test_raw_hall_fractional_occupations_and_degeneracy_refusal,,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,518,test_static_gauge_hall_transaction_uses_file_wedge_service_and_fingerprint,One full-BZ uniform transaction owns Hall values and provenance.,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,578,test_uniform_gauge_fingerprint_is_contact_capability_only,Ordinary VNL setup does not hash tables it cannot authenticate.,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,602,test_head_manifold_embedding_preserves_inactive_identity_and_cross_blocks,,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,622,test_s_tensor_ignores_mesh_padding_bands,,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,662,test_frequency_blocked_isdf_wings_match_direct_transition_sum,Y/Z retain all-band and surface terms across a block boundary.,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,732,test_head_wing_interband_sign_matches_direct_adler_wiser_density_jet,Two-level direct-AW oracle for the one-leg ``D -> P`` sign.,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,779,test_finite_link_derivative_is_exactly_gauge_covariant,,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,826,test_active_rotation_matches_dense_block_diagonal_rotation,,census only; classification in gate_blindness.md
tests/test_qsgw_parallel_transport_head.py,845,test_s_tensor_uses_k_dependent_occupations_not_band_cut,,census only; classification in gate_blindness.md
tests/test_quickstart_verbatim.py,106,test_the_documented_quickstart_deck_completes_on_the_shipped_fixture,The shipped artifacts still authenticate under the shipped default.,census only; classification in gate_blindness.md
tests/test_quickstart_verbatim.py,137,test_the_head_policy_the_quickstart_runs_under_is_the_default,"The quickstart must exercise the SHIPPING head, not a debug override.",census only; classification in gate_blindness.md
tests/test_quickstart_verbatim.py,154,test_the_docs_still_name_the_deck_this_file_runs,The published command must name a deck that exists.,census only; classification in gate_blindness.md
tests/test_quickstart_verbatim.py,173,test_this_suite_imports_the_checkout_it_lives_in,"The canary: is pytest testing THIS tree, or the base module's?",census only; classification in gate_blindness.md
tests/test_rank_truncate_capacity_gate.py,68,test_the_predicate_is_one_function_for_both_channels,"A/B: same (nq, n_mu) -> same verdict.  There is no second criterion.",census only; classification in gate_blindness.md
tests/test_rank_truncate_capacity_gate.py,77,test_transverse_rank_truncate_refuses_where_charge_refuses,"The gate that was missing.  Same size, same verdict, both channels.",census only; classification in gate_blindness.md
tests/test_rank_truncate_capacity_gate.py,103,test_transverse_rank_truncate_is_admitted_at_a_size_that_fits,The gate is not a blanket refusal: a fit-size transverse solve runs.,census only; classification in gate_blindness.md
tests/test_rank_truncate_capacity_gate.py,113,test_unknown_nq_keeps_the_legacy_policy,gw_init's pre-flight has no nq; it must not refuse on a guess.,census only; classification in gate_blindness.md
tests/test_rank_truncate_capacity_gate.py,127,test_the_distributed_tier_escape_survives,``distributed_zeta_solve='distributed'`` never allocates the buffer.,census only; classification in gate_blindness.md
